TREAT_ID,GRIDCODE,WShed_Name,NAME,NAMELABEL,ACRES,TRT_TYPE,MTRL_ACT,INIT_DT,COMP_DT,YEAR,YEARLABEL,FEAT_SRC,GRND_TRTH,NOTES,PERIMETER,SHAPE_Leng,SHAPE_Area,PUBLICDISP,DATAACCESS,UNITCODE,UNITNAME,GROUPCODE,GROUPNAME,REGIONCODE,CREATEDATE,CREATEUSER,EDITDATE,EDITUSER,MAPMETHOD,MAPSOURCE,SOURCEDATE,XYACCURACY,TAREA_sqkm
TR31,"42",Jemez River @ VCNP SEC,Seco 7,Seco 7 - 47 ac,47.03932108370,Hand/Mechanical,Haul Out/Cut and Pile,2018/03/26,2018/04/09,"2018","2018",NFPORS downloaded 6/13/19,No,"Multiple polygons for Seco 7 (from NFPORS) merged into one; Identical polys in NFPORS with different treatments",3.05776897855,4921.01200104000,190361.37863299999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.1903614
TR32,"42",Jemez River @ VCNP SEC,Valle San Antonio Prep,Valle San Antonio Prep - 2 ac,2.39680686634,Mechanical,Haul Out,2018/04/03,2018/04/03,"2018","2018",NFPORS downloaded 6/13/19,No,,2.55536459527,4112.46890415000,9699.53326029000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.0096995
TR33,"42",Jemez River @ VCNP SEC,South Mountain A,,93.91940522970,,,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2020_South_Mountain_Unit_A.shp,Yes,"from J. Quintana, 12/10/19",2.40051568105,3863.26323473000,380078.34824199998,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,0.3800783
TR34,"42",Jemez River @ VCNP SEC,South Mountain B,,633.58305074800,,,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_South_Mountain_Unit_B.shp,Yes,"from J. Quintana, 12/10/19",6.36991914567,10251.41166040000,2564019.63804000011,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M Shelley,Unknown,Unknown,2019/12/10,Unknown,2.5640196
TR35,"42",Jemez River @ VCNP SEC,South Mountain A,,32.38086759070,,,1899/12/30,1899/12/30,"2019","2019",South Mtn_completed_hand_thin_FY19.shp,Yes,"from J. Quintana, 10/3/19",1.52290428920,2450.88178217000,131040.72197200000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/07/22,J. Quintana,2019/12/26,M Shelley,Unknown,Unknown,2019/10/03,Unknown,0.1310407
TR36,"42",Jemez River @ VCNP SEC,South Mountain A,,86.72721211450,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",South Mtn_completed_hand_thin_FY19.shp,Yes,"from J. Quintana, 10/3/19",2.32019295733,3733.99608271000,350972.57534200000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/07/15,J. Quintana,2019/12/26,M Shelley,Unknown,Unknown,2019/10/03,Unknown,0.3509726
TR37,"42",Jemez River @ VCNP SEC,Seco 9,,119.95843329000,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_Seco_Unit_9_Estimate.shp,Yes,"from J. Quintana, 12/10/19",0.00000000000,4709.91552801000,485454.55618100002,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,0.4854546
TR38,"42",Jemez River @ VCNP SEC,Seco 9,,302.84906708400,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_Seco_Unit_9_Estimate.shp,Yes,"from J. Quintana, 12/10/19",0.00000000000,6237.84444668000,1225586.69215000002,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,1.2255867
TR4,"42",Jemez River @ VCNP SEC,Banco Fuels,Banco Fuels - 57 ac,57.41563944880,Mechanical,Haul Out,1899/12/30,1899/12/30,"2004",2003-2004,VALL_actual_thinning_2000_2016.shp,Yes,,1.64696932858,2650.54550823000,232352.84924899999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.2323528
TR5,"42",Jemez River @ VCNP SEC,MFL North,MFL North - 62 ac,61.73327486310,Mechanical,Haul Out,1899/12/30,1899/12/30,"2007","2007",VALL_actual_thinning_2000_2016.shp,Yes,,2.14576774103,3453.28534598000,249825.69985500001,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.2498257
TR6,"42",Jemez River @ VCNP SEC,MFL South,MFL South - 24 ac,23.70881493170,Mechanical,Haul Out,1899/12/30,1899/12/30,"2007","2007",VALL_actual_thinning_2000_2016.shp,Yes,,1.02675011871,1652.39744784000,95946.16997370000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.0959462
TR7,"42",Jemez River @ VCNP SEC,Redondo Block 2,Redondo Fuels Block 2 - 339 ac,339.34024389100,Hand,Cut and Pile,1899/12/30,1899/12/30,"2010","2010",VALL_actual_thinning_2000_2016.shp,Yes,,4.31069158462,6937.39951236000,1373261.24536999990,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,1.3732612
TR8,"42",Jemez River @ VCNP SEC,Redondo Block 3 So,Redondo Fuels Block 3 So - 185 ac,184.74591572700,Mechanical,Haul Out,1899/12/30,1899/12/30,"2010","2010",VALL_actual_thinning_2000_2016.shp,Yes,,3.46281096701,5572.86519862000,747640.19556999998,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.7476402
TR9,"42",Jemez River @ VCNP SEC,Redondo Block 3 No,Redondo Fuels Block 3 No - 12 ac,12.43011371600,Hand,Cut and Pile,1899/12/30,1899/12/30,"2010","2010",VALL_actual_thinning_2000_2016.shp,Yes,,0.81167404652,1306.26536926000,50302.88552280000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.0503029
TR1,"44",Jemez River @ USGS Gage - Canon,Banco Control,Banco Control - 49 ac,48.81343346950,None,None,1899/12/30,1899/12/30,"0",None,VALL_actual_thinning_2000_2016.shp,Yes,,1.46154069081,2352.12644577000,197540.95673500001,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.1975410
TR10,"44",Jemez River @ USGS Gage - Canon,Redondo Block 1,Redondo Fuels Block 1 - 256 ac,255.52331284300,Mechanical,Haul Out,1899/12/30,1899/12/30,"2011",2010-2011,VALL_actual_thinning_2000_2016.shp,Yes,,5.50464125261,8858.87908980000,1034066.15965000005,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,1.0340662
TR11,"44",Jemez River @ USGS Gage - Canon,Redondo 1B,Redondo Canyon 1B - 99 ac,98.77947379490,Mechanical,Haul Out,1899/12/30,1899/12/30,"2012",2012 winter,VALL_actual_thinning_2000_2016.shp,Yes,,1.77187653246,2851.56456938000,399746.34792799997,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.3997463
TR12,"44",Jemez River @ USGS Gage - Canon,Redondo 1A,Redondo Canyon 1A - 339 ac,339.34024389100,Mechanical,Haul Out,1899/12/30,1899/12/30,"2012",2011-2012,VALL_actual_thinning_2000_2016.shp,Yes,,4.31069158462,6937.39951236000,1373261.24536999990,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,1.3732612
TR13,"44",Jemez River @ USGS Gage - Canon,Cajete 2,Cajete 2 - 202 ac,202.02868449800,Mechanical,Haul Out,1899/12/30,1899/12/30,"2013",2012-2013,VALL_actual_thinning_2000_2016.shp,Yes,,2.64408881074,4255.25697354000,817581.07936800004,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.8175811
TR14,"44",Jemez River @ USGS Gage - Canon,Cajete 1,Cajete 1 - 178 ac,177.95320290300,Mechanical,Haul Out,1899/12/30,1899/12/30,"2013",2012-2013,VALL_actual_thinning_2000_2016.shp,Yes,,2.84132656536,4572.68100536000,720151.06205299997,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.7201511
TR15,"44",Jemez River @ USGS Gage - Canon,Cajete 4,Cajete 4 - 234 ac,234.18221454800,Mechanical,Haul Out,1899/12/30,1899/12/30,"2015","2015",VALL_actual_thinning_2000_2016.shp,Yes,,4.28753665449,6900.13518995000,947701.79895700002,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.9477018
TR16,"44",Jemez River @ USGS Gage - Canon,Cajete 3,Cajete 3 - 297 ac,296.88847646500,Mechanical,Haul Out,1899/12/30,1899/12/30,"2015",2014-2015,VALL_actual_thinning_2000_2016.shp,Yes,,3.30060050652,5311.81224519000,1201465.03771999991,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,1.2014650
TR17,"44",Jemez River @ USGS Gage - Canon,Cajete Unit 3-4 Prep,Cajete Unit 3-4 Prep - 13 ac,12.69106775670,Hand,Lop and Scatter,2016/10/16,2016/10/17,"2016","2016",NFPORS downloaded 6/13/19,No,,3.19791713690,5146.55904989000,51358.92905820000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.0513589
TR18,"44",Jemez River @ USGS Gage - Canon,Cajete 5,Cajete 5 - 480 ac,479.91412853600,Mechanical,Haul Out,1899/12/30,1899/12/30,"2016",2015-2016,VALL_actual_thinning_2000_2016.shp,Yes,,4.11455908638,6621.75422181000,1942143.57325999998,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,1.9421436
TR19,"44",Jemez River @ USGS Gage - Canon,Cajete 7,Cajete 7 - 87 ac,87.16244571780,Mechanical,Haul Out,1899/12/30,1899/12/30,"2016",2015-2016,VALL_actual_thinning_2000_2016.shp,Yes,,2.89720742948,4662.61271862000,352733.90324499999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.3527339
TR2,"44",Jemez River @ USGS Gage - Canon,HQ/History Grove,HQ/History Grove -163 ac,163.03316369700,Mechanical,Haul Out,1899/12/30,1899/12/30,"2003","2003",VALL_actual_thinning_2000_2016.shp,Yes,,4.23835500915,6820.98484582000,659771.80557299999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.6597718
TR20,"44",Jemez River @ USGS Gage - Canon,Cajete 6,Cajete 6 - 671 ac,671.02110162200,Mechanical,Haul Out,1899/12/30,1899/12/30,"2016",2015-2016,VALL_actual_thinning_2000_2016.shp,Yes,,7.37508471076,11869.07206690000,2715526.05466999998,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,2.7155261
TR21,"44",Jemez River @ USGS Gage - Canon,Seco 8,Seco 8 - 177 ac,177.38840919600,Hand/Mechanical,Haul Out/Cut and Pile,2017/07/06,2017/07/30,"2017","2017",NFPORS downloaded 6/13/19,No,Identical polys for Seco 8 in NFPORS with different treatments,4.01316730473,6458.57964003000,717865.42301599996,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.7178654
TR22,"44",Jemez River @ USGS Gage - Canon,Seco 5,Seco 5 - 112 ac,111.62507869000,Hand/Mechanical,Haul Out/Mechanical Scatter,2017/10/01,2017/12/21,"2017","2017",NFPORS downloaded 6/13/19,No,Identical polys for Seco 5 in NFPORS with different treatments,4.95551081839,7975.13755278000,451730.66659699997,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.4517307
TR23,"44",Jemez River @ USGS Gage - Canon,South Mountain,South Mountain - 196 ac,195.92534760600,Mechanical,Haul Out,2017/08/21,2017/09/06,"2017","2017",NFPORS downloaded 6/13/19,No,,2.27122922437,3655.19643526000,792881.75127000001,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.7928817
TR24,"44",Jemez River @ USGS Gage - Canon,South Mountain,South Mountain - 35 ac,35.14841312940,Mechanical,Haul Out,2017/08/21,2017/09/06,"2017","2017",NFPORS downloaded 6/13/19,No,,1.65038870796,2656.04847692000,142240.58141000001,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.1422406
TR25,"44",Jemez River @ USGS Gage - Canon,Seco 4,Seco 4 - 300 ac,299.50676973800,Mechanical,Mechanical Scatter,2016/11/18,2017/07/11,"2017","2017",NFPORS downloaded 6/13/19,No,Multiple polygons for Seco 4 (from NFPORS) merged into one,7.70396664224,12398.35728860000,1212060.89467000007,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,1.2120609
TR26,"44",Jemez River @ USGS Gage - Canon,Seco 3,Seco 3 - 238 ac,237.58728896400,Mechanical,Mechanical Scatter,2017/07/17,2017/08/29,"2017","2017",NFPORS downloaded 6/13/19,No,Multiple polygons for Seco 3 (from NFPORS) merged into one,11.14820246220,17941.32862590000,961481.64622500003,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.9614817
TR27,"44",Jemez River @ USGS Gage - Canon,South Mountain,South Mountain - 323 ac,322.86408179300,Hand,Cut and Pile,2017/08/21,2017/09/06,"2017","2017",NFPORS downloaded 6/13/19,No,,5.32382002395,8567.87494838000,1306584.58297000010,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,1.3065846
TR28,"44",Jemez River @ USGS Gage - Canon,Seco 1,Seco 1 - 133 ac,133.10499519400,Mechanical,Mechanical Scatter,1899/12/30,1899/12/30,"2017","2017",seco1_3.shp,No,,2.13307333264,3432.85563515000,538656.80465299997,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/10/11,Unknown,0.5386568
TR29,"44",Jemez River @ USGS Gage - Canon,Seco 2,Seco 2 - 146 ac,146.48707795000,Mechanical,Mechanical Scatter,1899/12/30,1899/12/30,"2017","2017",seco1_3.shp,No,,7.97139720348,12828.74591850000,592812.17220100004,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/10/11,Unknown,0.5928122
TR3,"44",Jemez River @ USGS Gage - Canon,Banco Fuels,Banco Fuels - 76 ac,76.34952663610,Mechanical,Haul Out,1899/12/30,1899/12/30,"2004",2003-2004,VALL_actual_thinning_2000_2016.shp,Yes,,2.31911857251,3732.26702450000,308975.57221399999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.3089756
TR30,"44",Jemez River @ USGS Gage - Canon,Seco 6,Seco 6 - 63 ac,62.80989540510,Hand/Mechanical,Haul Out/Mechanical Scatter,2018/03/05,2018/04/09,"2018","2018",NFPORS downloaded 6/13/19,No,Identical polys for Seco 6 in NFPORS with different treatments,2.17873466782,3506.34057792000,254182.62861000001,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.2541826
TR31,"44",Jemez River @ USGS Gage - Canon,Seco 7,Seco 7 - 47 ac,47.03932108370,Hand/Mechanical,Haul Out/Cut and Pile,2018/03/26,2018/04/09,"2018","2018",NFPORS downloaded 6/13/19,No,"Multiple polygons for Seco 7 (from NFPORS) merged into one; Identical polys in NFPORS with different treatments",3.05776897855,4921.01200104000,190361.37863299999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.1903614
TR32,"44",Jemez River @ USGS Gage - Canon,Valle San Antonio Prep,Valle San Antonio Prep - 2 ac,2.39680686634,Mechanical,Haul Out,2018/04/03,2018/04/03,"2018","2018",NFPORS downloaded 6/13/19,No,,2.55536459527,4112.46890415000,9699.53326029000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.0096995
TR33,"44",Jemez River @ USGS Gage - Canon,South Mountain A,,93.91940522970,,,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2020_South_Mountain_Unit_A.shp,Yes,"from J. Quintana, 12/10/19",2.40051568105,3863.26323473000,380078.34824199998,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,0.3800783
TR34,"44",Jemez River @ USGS Gage - Canon,South Mountain B,,633.58305074800,,,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_South_Mountain_Unit_B.shp,Yes,"from J. Quintana, 12/10/19",6.36991914567,10251.41166040000,2564019.63804000011,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M Shelley,Unknown,Unknown,2019/12/10,Unknown,2.5640196
TR35,"44",Jemez River @ USGS Gage - Canon,South Mountain A,,32.38086759070,,,1899/12/30,1899/12/30,"2019","2019",South Mtn_completed_hand_thin_FY19.shp,Yes,"from J. Quintana, 10/3/19",1.52290428920,2450.88178217000,131040.72197200000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/07/22,J. Quintana,2019/12/26,M Shelley,Unknown,Unknown,2019/10/03,Unknown,0.1310407
TR36,"44",Jemez River @ USGS Gage - Canon,South Mountain A,,86.72721211450,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",South Mtn_completed_hand_thin_FY19.shp,Yes,"from J. Quintana, 10/3/19",2.32019295733,3733.99608271000,350972.57534200000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/07/15,J. Quintana,2019/12/26,M Shelley,Unknown,Unknown,2019/10/03,Unknown,0.3509726
TR37,"44",Jemez River @ USGS Gage - Canon,Seco 9,,119.95843329000,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_Seco_Unit_9_Estimate.shp,Yes,"from J. Quintana, 12/10/19",0.00000000000,4709.91552801000,485454.55618100002,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,0.4854546
TR38,"44",Jemez River @ USGS Gage - Canon,Seco 9,,302.84906708400,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_Seco_Unit_9_Estimate.shp,Yes,"from J. Quintana, 12/10/19",0.00000000000,6237.84444668000,1225586.69215000002,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,1.2255867
TR4,"44",Jemez River @ USGS Gage - Canon,Banco Fuels,Banco Fuels - 57 ac,57.41563944880,Mechanical,Haul Out,1899/12/30,1899/12/30,"2004",2003-2004,VALL_actual_thinning_2000_2016.shp,Yes,,1.64696932858,2650.54550823000,232352.84924899999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.2323528
TR5,"44",Jemez River @ USGS Gage - Canon,MFL North,MFL North - 62 ac,61.73327486310,Mechanical,Haul Out,1899/12/30,1899/12/30,"2007","2007",VALL_actual_thinning_2000_2016.shp,Yes,,2.14576774103,3453.28534598000,249825.69985500001,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.2498257
TR6,"44",Jemez River @ USGS Gage - Canon,MFL South,MFL South - 24 ac,23.70881493170,Mechanical,Haul Out,1899/12/30,1899/12/30,"2007","2007",VALL_actual_thinning_2000_2016.shp,Yes,,1.02675011871,1652.39744784000,95946.16997370000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.0959462
TR7,"44",Jemez River @ USGS Gage - Canon,Redondo Block 2,Redondo Fuels Block 2 - 339 ac,339.34024389100,Hand,Cut and Pile,1899/12/30,1899/12/30,"2010","2010",VALL_actual_thinning_2000_2016.shp,Yes,,4.31069158462,6937.39951236000,1373261.24536999990,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,1.3732612
TR8,"44",Jemez River @ USGS Gage - Canon,Redondo Block 3 So,Redondo Fuels Block 3 So - 185 ac,184.74591572700,Mechanical,Haul Out,1899/12/30,1899/12/30,"2010","2010",VALL_actual_thinning_2000_2016.shp,Yes,,3.46281096701,5572.86519862000,747640.19556999998,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.7476402
TR9,"44",Jemez River @ USGS Gage - Canon,Redondo Block 3 No,Redondo Fuels Block 3 No - 12 ac,12.43011371600,Hand,Cut and Pile,1899/12/30,1899/12/30,"2010","2010",VALL_actual_thinning_2000_2016.shp,Yes,,0.81167404652,1306.26536926000,50302.88552280000,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2017/04/04,Unknown,0.0503029
TR21,"5",San Luis Creek,Seco 8,Seco 8 - 177 ac,177.38840919600,Hand/Mechanical,Haul Out/Cut and Pile,2017/07/06,2017/07/30,"2017","2017",NFPORS downloaded 6/13/19,No,Identical polys for Seco 8 in NFPORS with different treatments,4.01316730473,6458.57964003000,717865.42301599996,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.0001090
TR25,"5",San Luis Creek,Seco 4,Seco 4 - 300 ac,299.50676973800,Mechanical,Mechanical Scatter,2016/11/18,2017/07/11,"2017","2017",NFPORS downloaded 6/13/19,No,Multiple polygons for Seco 4 (from NFPORS) merged into one,7.70396664224,12398.35728860000,1212060.89467000007,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.7641275
TR31,"5",San Luis Creek,Seco 7,Seco 7 - 47 ac,47.03932108370,Hand/Mechanical,Haul Out/Cut and Pile,2018/03/26,2018/04/09,"2018","2018",NFPORS downloaded 6/13/19,No,"Multiple polygons for Seco 7 (from NFPORS) merged into one; Identical polys in NFPORS with different treatments",3.05776897855,4921.01200104000,190361.37863299999,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,,,2019/12/20,M. Shelley,Unknown,Unknown,2019/06/13,Unknown,0.1892176
TR38,"5",San Luis Creek,Seco 9,,302.84906708400,Hand,Cut and Pile,1899/12/30,1899/12/30,"2019","2019",Completed_Cut_and_Pile_DEC_2019_Seco_Unit_9_Estimate.shp,Yes,"from J. Quintana, 12/10/19",0.00000000000,6237.84444668000,1225586.69215000002,Public Map Display,Unrestricted,VALL,Valles Caldera National Preserve,,,IMR,2019/12/10,J. Quintana,2019/12/26,M. Shelley,Unknown,Unknown,2019/12/10,Unknown,0.0052258
